,GUID,ID,Verb,Conjugated,English,Greek Sentence,English Sentence,Tense,Person,Number
551,wWTHPpivyP,11,μαγειρεύω,μάγειρευαν,They were cooking,Μάγειρευαν  όταν τους επισκέφτηκα.,They were cooking when I visited them.,Past Continuous,3rd,Plural
552,BJGgsnkXAX,12,μαγειρεύω,μαγειρεύω,I cook,Μαγειρεύω κάθε μέρα.,I cook every day.,Present,1st,Singular
553,NBSbDc2lGb,13,μαγειρεύω,μαγειρεύεις,You cook,Μαγειρεύεις καλά;,Do you cook well?,Present,2nd,Singular
554,joSZ76haee,14,μαγειρεύω,μαγειρεύει,He/She/It cooks,Μαγειρεύει υπέροχα.,He/She/It cooks wonderfully.,Present,3rd,Singular
555,kiznI7drTM,15,μαγειρεύω,μαγειρεύουμε,We cook,Μαγειρεύουμε συχνά.,We cook often.,Present,1st,Plural
556,mFe92o7D6r,16,μαγειρεύω,μαγειρεύετε,You cook,Μαγειρεύετε με αγάπη;,Do you cook with love?,Present,2nd,Plural
557,oXVblUC7kD,17,μαγειρεύω,μαγειρεύουν,They cook,Μαγειρεύουν πολύ καλά.,They cook very well.,Present,3rd,Plural
558,46umDb8EdS,18,μαγειρεύω,θα μαγειρεύω,I will be cooking,Θα μαγειρεύω όλη μέρα αύριο.,I will be cooking all day tomorrow.,Future Continuous,1st,Singular
559,WDpHEndkNq,19,μαγειρεύω,θα μαγειρεύεις,You will be cooking,Θα μαγειρεύεις αύριο;,Will you be cooking tomorrow?,Future Continuous,2nd,Singular
560,f8nQvkRhLB,20,μαγειρεύω,θα μαγειρεύει,He/She/It will be cooking,Θα μαγειρεύει για τους καλεσμένους.,He/She/It will be cooking for the guests.,Future Continuous,3rd,Singular
561,jqJwd8x14J,21,μαγειρεύω,θα μαγειρεύουμε,We will be cooking,Θα μαγειρεύουμε για την γιορτή.,We will be cooking for the celebration.,Future Continuous,1st,Plural
562,GPlEZ3Waq5,22,μαγειρεύω,θα μαγειρεύετε,You will be cooking,Θα μαγειρεύετε για τον εορτασμό;,Will you be cooking for the celebration?,Future Continuous,2nd,Plural
563,r9s6ADNm1c,23,μαγειρεύω,θα μαγειρεύουν,They will be cooking,Θα μαγειρεύουν  για την οικογένεια.,They will be cooking for the family.,Future Continuous,3rd,Plural
564,PSI57GT4Rh,24,μαγειρεύω,θα μαγειρέψω,I will cook,Θα μαγειρέψω παέγια.,I will cook paella.,Future Simple,1st,Singular
565,X687RyMDzE,25,μαγειρεύω,θα μαγειρέψεις,You will cook,Θα μαγειρέψεις  για μένα;,Will you cook for me?,Future Simple,2nd,Singular
566,4ogddabSZ3,26,μαγειρεύω,θα μαγειρέψει,He/She/It will cook,Θα μαγειρέψει  ένα πιάτο με ζυμαρικά.,He/She/It will cook a pasta dish.,Future Simple,3rd,Singular
567,2arnIc6GoW,27,μαγειρεύω,θα μαγειρέψουμε,We will cook,Θα μαγειρέψουμε  μαζί.,We will cook together.,Future Simple,1st,Plural
568,Ju8xm7hr0N,28,μαγειρεύω,θα μαγειρέψετε,You will cook,Θα μαγειρέψετε  για τους φίλους σας;,Will you cook for your friends?,Future Simple,2nd,Plural
569,Hb186Ombew,29,μαγειρεύω,θα μαγειρέψουν,They will cook,Θα μαγειρέψουν  για όλους.,They will cook for everyone.,Future Simple,3rd,Plural
570,XlWCMP4qpm,0,μένω,έμεινα,I stayed,Έμεινα στο σπίτι.,I stayed at home.,Past Simple,1st,Singular
571,RzKpbEW7Fh,1,μένω,έμεινες,You stayed,Έμεινες στο σπίτι.,You stayed at home.,Past Simple,2nd,Singular
572,JKqdeVxGZ9,2,μένω,έμεινε,He/She/It stayed,Έμεινε στο σπίτι.,He/She/It stayed at home.,Past Simple,3rd,Singular
573,Es8xBlrC24,3,μένω,μείναμε,We stayed,Μείναμε στο σπίτι.,We stayed at home.,Past Simple,1st,Plural
574,qlL3Mw0iZt,4,μένω,μείνατε,You stayed,Μείνατε στο σπίτι.,You stayed at home.,Past Simple,2nd,Plural
575,TEvo6wc88I,5,μένω,έμειναν,They stayed,Έμειναν στο σπίτι.,They stayed at home.,Past Simple,3rd,Plural
576,vCUYBlZKkI,6,μένω,έμενα,I was staying,Έμενα στο σπίτι.,I was staying at home.,Past Continuous,1st,Singular
577,PPEWgxeqvc,7,μένω,έμενες,You were staying,Έμενες στο σπίτι.,You were staying at home.,Past Continuous,2nd,Singular
578,KznH8ZPM23,8,μένω,έμενε,He/She/It was staying,Έμενε στο σπίτι.,He/She/It was staying at home.,Past Continuous,3rd,Singular
579,mkMpVibm6W,9,μένω,μένουμε,We were staying,Μενουμε στο σπίτι.,We were staying at home.,Past Continuous,1st,Plural
580,O587Tfq5Bn,10,μένω,μένατε,You were staying,Μένατε στο σπίτι.,You were staying at home.,Past Continuous,2nd,Plural
581,lykTHTaUCk,11,μένω,έμεναν,They were staying,Έμεναν στο σπίτι.,They were staying at home.,Past Continuous,3rd,Plural
582,HICcyqosaL,12,μένω,μένω,I stay,Μένω στο σπίτι.,I stay at home.,Present,1st,Singular
583,idEntX60EM,13,μένω,μένεις,You stay,Μένεις στο σπίτι.,You stay at home.,Present,2nd,Singular
584,9kRq2z0OFR,14,μένω,μένει,He/She/It stays,Μένει στο σπίτι.,He/She/It stays at home.,Present,3rd,Singular
585,WH0h74R7D3,15,μένω,μένουμε,We stay,Μένουμε στο σπίτι.,We stay at home.,Present,1st,Plural
586,3KkeVHi7Ze,16,μένω,μένετε,You stay,Μένετε στο σπίτι.,You stay at home.,Present,2nd,Plural
587,FTLRjwODPL,17,μένω,μένουν,They stay,Μένουν στο σπίτι.,They stay at home.,Present,3rd,Plural
588,I4vj2OQY75,18,μένω,θα μένω,I will be staying,Θα μένω στο σπίτι.,I will be staying at home.,Future Continuous,1st,Singular
589,L2S5fJmEHV,19,μένω,θα μένεις,You will be staying,Θα μένεις στο σπίτι.,You will be staying at home.,Future Continuous,2nd,Singular
590,apbrF4kvTN,20,μένω,θα μένει,He/She/It will be staying,Θα μένει στο σπίτι.,He/She/It will be staying at home.,Future Continuous,3rd,Singular
591,u59hFe5DyU,21,μένω,θα μένουμε,We will be staying,Θα μένουμε στο σπίτι.,We will be staying at home.,Future Continuous,1st,Plural
592,W5sFUkNbuw,22,μένω,θα μένετε,You will be staying,Θα μένετε στο σπίτι.,You will be staying at home.,Future Continuous,2nd,Plural
593,byC9A69Wpk,23,μένω,θα μένουν,They will be staying,Θα μένουν στο σπίτι.,They will be staying at home.,Future Continuous,3rd,Plural
594,YPfRgYh94T,24,μένω,θα μείνω,I will stay,Θα μείνω στο σπίτι.,I will stay at home.,Future Simple,1st,Singular
595,z7969VUktF,25,μένω,θα μείνεις,You will stay,Θα μείνεις στο σπίτι.,You will stay at home.,Future Simple,2nd,Singular
596,J41oGjQ2My,26,μένω,θα μείνει,He/She/It will stay,Θα μείνει στο σπίτι.,He/She/It will stay at home.,Future Simple,3rd,Singular
597,bzK0cDVKLY,27,μένω,θα μείνουμε,We will stay,Θα μείνουμε στο σπίτι.,We will stay at home.,Future Simple,1st,Plural
598,TjwvlXyhua,28,μένω,θα μείνετε,You will stay,Θα μείνετε στο σπίτι.,You will stay at home.,Future Simple,2nd,Plural
599,r1EeOZ3cUL,29,μένω,θα μείνουν,They will stay,Θα μείνουν στο σπίτι.,They will stay at home.,Future Simple,3rd,Plural
600,ew9Vbu3n5W,0,μιλάω,μύλησα,I spoke,Μίλησα με τον φίλο μου.,I spoke with my friend.,Past Simple,1st,Singular
601,4jKbpNbFBk,1,μιλάω,μίλησες,You spoke,Μίλησες πολύ χθες.,You spoke a lot yesterday.,Past Simple,2nd,Singular
602,ulBJfpAhNy,2,μιλάω,μίλησε,He/She/It spoke,Ο δάσκαλος μίλησε για την ιστορία.,The teacher spoke about history.,Past Simple,3rd,Singular
603,csumkaBbo8,3,μιλάω,μιλήσαμε,We spoke,Μιλήσαμε για ώρες.,We spoke for hours.,Past Simple,1st,Plural
604,559sxVXtgC,4,μιλάω,μιλήσατε,You spoke,Μιλήσατε με τον διευθυντή;,Did you speak with the director?,Past Simple,2nd,Plural
605,j0ARcQu75G,5,μιλάω,μίλησαν,They spoke,Μίλησαν για το πρόβλημα.,They spoke about the problem.,Past Simple,3rd,Plural
606,bVoXpOuH3y,6,μιλάω,μίλαγα,I was speaking,Μίλαγα στο τηλέφωνο.,I was speaking on the phone.,Past Continuous,1st,Singular
607,CyUE0A93Tb,7,μιλάω,μίλαγες,You were speaking,Μίλαγες πολύ γρήγορα.,You were speaking too quickly.,Past Continuous,2nd,Singular
608,3Rpa2ezRRD,8,μιλάω,μίλαγε,He/She/It was speaking,Μίλαγε δυνατά.,He/She/It was speaking loudly.,Past Continuous,3rd,Singular
609,9TssW5qtwe,9,μιλάω,μιλούσαμε,We were speaking,Μιλούσαμε αγγλικά.,We were speaking English.,Past Continuous,1st,Plural
610,lR8LkceiR3,10,μιλάω,μιλούσατε,You were speaking,Μιλούσατε αργά.,You were speaking slowly.,Past Continuous,2nd,Plural
611,KRUlcLlGTr,11,μιλάω,μίλαγαν,They were speaking,Μίλαγαν ιταλικά.,They were speaking Italian.,Past Continuous,3rd,Plural
612,92jjERj0FI,12,μιλάω,μιλάω,I speak,Μιλάω τρεις γλώσσες.,I speak three languages.,Present,1st,Singular
613,lGlt41ekPV,13,μιλάω,μιλάς,You speak,Μιλάς πολύ καλά αγγλικά.,You speak very good English.,Present,2nd,Singular
614,ubEYEkAGNM,14,μιλάω,μιλάει,He/She/It speaks,Μιλάει γαλλικά.,He/She/It speaks French.,Present,3rd,Singular
615,lnGYfaALii,15,μιλάω,μιλάμε,We speak,Μιλάμε ελληνικά.,We speak Greek.,Present,1st,Plural
616,KCZQsGbbXc,16,μιλάω,μιλάτε,You speak,Μιλάτε ισπανικά;,Do you speak Spanish?,Present,2nd,Plural
617,lDS6kMAu4v,17,μιλάω,μιλούν,They speak,Μιλούν γερμανικά.,They speak German.,Present,3rd,Plural
618,IIdw8D8GmW,18,μιλάω,θα μιλάω,I will be speaking,Θα μιλάω αύριο με τον γιατρό.,I will be speaking with the doctor tomorrow.,Future Continuous,1st,Singular
619,of6vlAn1dU,19,μιλάω,θα μιλάς,You will be speaking,Θα μιλάς με τον διευθυντή;,Will you be speaking with the director?,Future Continuous,2nd,Singular
620,LKGZEzb5a3,20,μιλάω,θα μιλάει,He/She/It will be speaking,Θα μιλάει στο τηλέφωνο.,He/She/It will be speaking on the phone.,Future Continuous,3rd,Singular
621,nX8BjvwfbE,21,μιλάω,θα μιλάμε,We will be speaking,Θα μιλάμε για ώρες.,We will be speaking for hours.,Future Continuous,1st,Plural
622,JJ6chQdyfR,22,μιλάω,θα μιλάτε,You will be speaking,Θα μιλάτε αγγλικά;,Will you be speaking English?,Future Continuous,2nd,Plural
623,vgsW7Ohlbr,23,μιλάω,θα μιλούν,They will be speaking,Θα μιλούν γαλλικά.,They will be speaking French.,Future Continuous,3rd,Plural
624,SqPc5uwgRD,24,μιλάω,θα μιλήσω,I will speak,Θα μιλήσω μαζί του αύριο.,I will speak with him tomorrow.,Future Simple,1st,Singular
625,l6SpGJAeUI,25,μιλάω,θα μιλήσεις,You will speak,Θα μιλήσεις με τον καθηγητή;,Will you speak with the professor?,Future Simple,2nd,Singular
626,UMnGJdXu4Z,26,μιλάω,θα μιλήσει,He/She/It will speak,Θα μιλήσει στο συνέδριο.,He/She/It will speak at the conference.,Future Simple,3rd,Singular
627,eSwT3RRgNQ,27,μιλάω,θα μιλήσουμε,We will speak,Θα μιλήσουμε για το σχέδιο.,We will speak about the plan.,Future Simple,1st,Plural
628,GIzbf9cvkR,28,μιλάω,θα μιλήσετε,You will speak,Θα μιλήσετε με τον πελάτη;,Will you speak with the client?,Future Simple,2nd,Plural
629,0IPOyunOnD,29,μιλάω,θα μιλήσουν,They will speak,Θα μιλήσουν στην εκδήλωση.,They will speak at the event.,Future Simple,3rd,Plural
630,aLYQOLODDS,0,ξέρω,ήξερα,I knew,Ήξερα τον άνθρωπο.,I knew the man.,Past Simple,1st,Singular
631,ZWfcQ1qPrx,1,ξέρω,ήξερες,You knew,Ήξερες την αλήθεια;,Did you know the truth?,Past Simple,2nd,Singular
632,JZ79iNzSZL,2,ξέρω,ήξερε,He/She/It knew,Ήξερε τα πάντα.,He/She/It knew everything.,Past Simple,3rd,Singular
633,OS2q9xUxwL,3,ξέρω,ξέραμε,We knew,Ξέραμε την ιστορία.,We knew the story.,Past Simple,1st,Plural
634,sBk020Q1Ff,4,ξέρω,ξέρατε,You knew,Ξέρατε τι να κάνετε;,Did you know what to do?,Past Simple,2nd,Plural
635,dfkT4Fk1hH,5,ξέρω,ήξεραν,They knew,Ήξεραν την αλήθεια.,They knew the truth.,Past Simple,3rd,Plural
636,wXzP1Bdrjw,6,ξέρω,γνώριζα,I was knowing,Γνώριζα τον άνθρωπο εκείνη την στιγμή.,I was knowing the man at that moment.,Past Continuous,1st,Singular
637,3w71N6NaIp,7,ξέρω,γνώριζες,You were knowing,Γνώριζες την αλήθεια εκείνη την ώρα;,Were you knowing the truth at that time?,Past Continuous,2nd,Singular
638,tIfO1tJ0zs,8,ξέρω,γνώριζε,He/She/It was knowing,Γνώριζε την κατάσταση.,He/She/It was knowing the situation.,Past Continuous,3rd,Singular
639,Iw3mSiQB9l,9,ξέρω,γνωρίζαμε,We were knowing,Γνωρίζαμε την ιστορία εκείνη την ημέρα.,We were knowing the story that day.,Past Continuous,1st,Plural
640,l1jcffbqp7,10,ξέρω,γνωρίζατε,You were knowing,Γνωρίζατε τι να κάνετε εκείνη την στιγμή;,Were you knowing what to do at that moment?,Past Continuous,2nd,Plural
641,7FXDA92vSz,11,ξέρω,γνώριζαν,They were knowing,Γνώριζαν την αλήθεια εκείνη την ώρα.,They were knowing the truth at that time.,Past Continuous,3rd,Plural
642,oNiRuJJgCx,12,ξέρω,ξέρω,I know,Ξέρω πολλά πράγματα.,I know many things.,Present,1st,Singular
643,mOFshrQWy6,13,ξέρω,ξέρεις,You know,Ξέρεις τι ώρα είναι;,Do you know what time it is?,Present,2nd,Singular
644,9UpJnBXTHG,14,ξέρω,ξέρει,He/She/It knows,Ξέρει την απάντηση.,He/She/It knows the answer.,Present,3rd,Singular
645,xiwL6wBMGw,15,ξέρω,ξέρουμε,We know,Ξέρουμε την αλήθεια.,We know the truth.,Present,1st,Plural
646,d8VGxCoIVR,16,ξέρω,ξέρετε,You know,Ξέρετε τι να κάνετε;,Do you know what to do?,Present,2nd,Plural
647,wZsv7Q1qtv,17,ξέρω,ξέρουν,They know,Ξέρουν πολλά.,They know a lot.,Present,3rd,Plural
648,p3D9VQHXMy,18,ξέρω,θα γνωρίζω,I will be knowing,Θα γνωρίζω την απάντηση αύριο.,I will be knowing the answer tomorrow.,Future Continuous,1st,Singular
649,XIbZUVvNMn,19,ξέρω,θα γνωρίζεις,You will be knowing,Θα γνωρίζεις την απάντηση σύντομα.,You will be knowing the answer soon.,Future Continuous,2nd,Singular
650,JTb2JBqM3r,20,ξέρω,θα γνωρίζει,He/She/It will be knowing,Θα γνωρίζει την απάντηση σε λίγο.,He/She/It will be knowing the answer soon.,Future Continuous,3rd,Singular
651,zrn3okpVKi,21,ξέρω,θα γνωρίζουμε,We will be knowing,Θα γνωρίζουμε την απάντηση σε λίγο.,We will be knowing the answer soon.,Future Continuous,1st,Plural
652,rf9vJ0lTAR,22,ξέρω,θα γνωρίζετε,You will be knowing,Θα γνωρίζετε την απάντηση αύριο.,You will be knowing the answer tomorrow.,Future Continuous,2nd,Plural
653,JNsDHNGeY1,23,ξέρω,θα γνωρίζουν,They will be knowing,Θα γνωρίζουν την απάντηση σύντομα.,They will be knowing the answer soon.,Future Continuous,3rd,Plural
654,Pk9LxwRJdc,24,ξέρω,θα ξέρω,I will know,Θα ξέρω την απάντηση αύριο.,I will know the answer tomorrow.,Future Simple,1st,Singular
655,vgw4BoCPqn,25,ξέρω,θα ξέρεις,You will know,Θα ξέρεις την απάντηση σύντομα.,You will know the answer soon.,Future Simple,2nd,Singular
656,TAHhpoYGNV,26,ξέρω,θα ξέρει,He/She/It will know,Θα ξέρει την απάντηση σε λίγο.,He/She/It will know the answer soon.,Future Simple,3rd,Singular
657,KsgM1s19tE,27,ξέρω,θα ξέρουμε,We will know,Θα ξέρουμε την απάντηση σε λίγο.,We will know the answer soon.,Future Simple,1st,Plural
658,QJKmYDKMBu,28,ξέρω,θα ξέρετε,You will know,Θα ξέρετε την απάντηση αύριο.,You will know the answer tomorrow.,Future Simple,2nd,Plural
659,BEjwZEEAB5,29,ξέρω,θα ξέρουν,They will know,Θα ξέρουν την απάντηση σύντομα.,They will know the answer soon.,Future Simple,3rd,Plural
660,54aKLSJWEb,0,πάω,πήγα,I went,Πήγα στο σούπερ μάρκετ.,I went to the supermarket.,Past Simple,1st,Singular
661,CUpeAmdN5h,1,πάω,πήγες,You went,Πήγες στο σχολείο;,Did you go to school?,Past Simple,2nd,Singular
662,OjccHDPF6y,2,πάω,πήγε,He/She/It went,Η γάτα πήγε για ύπνο.,The cat went to sleep.,Past Simple,3rd,Singular
663,rq1YQR0ZXG,3,πάω,πήγαμε,We went,Πήγαμε στην παραλία.,We went to the beach.,Past Simple,1st,Plural
664,5sB42WL06G,4,πάω,πήγατε,You went,Πήγατε διακοπές;,Did you go on holiday?,Past Simple,2nd,Plural
665,k17ULyFRSE,5,πάω,πήγαν,They went,Πήγαν στο θέατρο.,They went to the theatre.,Past Simple,3rd,Plural
666,Wvmq6m2nhl,6,πάω,πήγαινα,I was going,Πήγαινα στο γιατρό.,I was going to the doctor.,Past Continuous,1st,Singular
667,90Ercn0rAa,7,πάω,πήγαινες,You were going,Πήγαινες στο γήπεδο;,Were you going to the stadium?,Past Continuous,2nd,Singular
668,GRFzc2BL9y,8,πάω,πήγαινε,He/She/It was going,Το παιδί πήγαινε στο σχολείο.,The child was going to school.,Past Continuous,3rd,Singular
669,5yPCXuIiC0,9,πάω,πήγαιναμε,We were going,Πήγαιναμε σινεμά.,We were going to the cinema.,Past Continuous,1st,Plural
670,15Ib5yKD3q,10,πάω,πήγαινατε,You were going,Πήγαινατε εκδρομή;,Were you going on a trip?,Past Continuous,2nd,Plural
671,BAjPnGjmtp,11,πάω,πήγαιναν,They were going,Πήγαιναν στην εκκλησία.,They were going to church.,Past Continuous,3rd,Plural
672,dUrrAbXv4O,12,πάω,πάω,I go,Πάω στην δουλειά.,I go to work.,Present,1st,Singular
673,BlCnf0U0XV,13,πάω,πας,You go,Πας στο γυμναστήριο;,Do you go to the gym?,Present,2nd,Singular
674,wXYFKifwLo,14,πάω,πάει,He/She/It goes,Ο σκύλος πάει βόλτα.,The dog goes for a walk.,Present,3rd,Singular
675,n2qCVT13VW,15,πάω,πάμε,We go,Πάμε για φαγητό.,We are going for food.,Present,1st,Plural
676,tf2web31o4,16,πάω,πάτε,You go,Πάτε στο θέατρο;,Do you go to the theatre?,Present,2nd,Plural
677,wd9LdEJWkJ,17,πάω,πάνε,They go,Πάνε για ύπνο.,They go to sleep.,Present,3rd,Plural
678,zXCw40PhLM,18,πάω,θα πηγαίνω,I will be going,Θα πηγαίνω στο χωριό.,I will be going to the village.,Future Continuous,1st,Singular
679,W0E6Ak5XLp,19,πάω,θα πηγαίνεις,You will be going,Θα πηγαίνεις στην παραλία;,Will you be going to the beach?,Future Continuous,2nd,Singular
680,FM9Is0yd2S,20,πάω,θα πηγαίνει,He/She/It will be going,Θα πηγαίνει στο σχολείο.,He/She/It will be going to school.,Future Continuous,3rd,Singular
681,JYQ2aNCcwS,21,πάω,θα πηγαίνουμε,We will be going,Θα πηγαίνουμε στο σινεμά.,We will be going to the cinema.,Future Continuous,1st,Plural
682,7QNkPHWC3D,22,πάω,θα πηγαίνετε,You will be going,Θα πηγαίνετε διακοπές;,Will you be going on holiday?,Future Continuous,2nd,Plural
683,DxbkbM95gX,23,πάω,θα πηγαίνουν,They will be going,Θα πηγαίνουν στο γιατρό.,They will be going to the doctor.,Future Continuous,3rd,Plural
684,0SVKMXNEjK,24,πάω,θα πάω,I will go,Θα πάω στο γιατρό.,I will go to the doctor.,Future Simple,1st,Singular
685,lbfmsVP1IE,25,πάω,θα πας,You will go,Θα πας σινεμά;,Will you go to the cinema?,Future Simple,2nd,Singular
686,b7SSpmhw4V,26,πάω,θα πάει,He/She/It will go,Θα πάει στο σχολείο.,He/She/It will go to school.,Future Simple,3rd,Singular
687,WWqx9prMdF,27,πάω,θα πάμε,We will go,Θα πάμε στην παραλία.,We will go to the beach.,Future Simple,1st,Plural
688,aSB9oyLaXb,28,πάω,θα πάτε,You will go,Θα πάτε στο χωριό;,Will you go to the village?,Future Simple,2nd,Plural
689,xsgluPbu5Z,29,πάω,θα πάνε,They will go,Θα πάνε εκδρομή.,They will go on a trip.,Future Simple,3rd,Plural
690,Hs8ypZowDM,0,περπατάω,περπάτησα,I walked,Περπάτησα στο πάρκο.,I walked in the park.,Past Simple,1st,Singular
691,wQ4woDva5k,1,περπατάω,περπάτησες,You walked,Περπάτησες στην παραλία;,Did you walk on the beach?,Past Simple,2nd,Singular
692,EzQnIlyT64,2,περπατάω,περπάτησε,He/She/It walked,Ο Γιώργος περπάτησε γρήγορα.,George walked quickly.,Past Simple,3rd,Singular
693,1YIX8APv1T,3,περπατάω,περπατήσαμε,We walked,Περπατήσαμε μαζί.,We walked together.,Past Simple,1st,Plural
694,EXqtgm99B8,4,περπατάω,περπατήσατε,You walked,Περπατήσατε πολύ;,Did you walk a lot?,Past Simple,2nd,Plural
695,c0yXY5n1GT,5,περπατάω,περπάτησαν,They walked,Τα παιδιά περπάτησαν στο σχολείο.,The children walked to school.,Past Simple,3rd,Plural
696,4kyZmpis28,6,περπατάω,περπατούσα,I was walking,Περπατούσα όταν τον είδα.,I was walking when I saw him.,Past Continuous,1st,Singular
697,vc0dzuyOYq,7,περπατάω,περπατούσες,You were walking,Περπατούσες πολύ γρήγορα.,You were walking too fast.,Past Continuous,2nd,Singular
698,VFwvkJwZl1,8,περπατάω,περπατούσε,He/She/It was walking,Περπατούσε στην πόλη.,He/She/It was walking in the city.,Past Continuous,3rd,Singular
699,zGGVpYJRGM,9,περπατάω,περπατούσαμε,We were walking,Περπατούσαμε στην παραλία.,We were walking on the beach.,Past Continuous,1st,Plural
700,4OdW8tQeAZ,10,περπατάω,περπατούσατε,You were walking,Περπατούσατε στην πόλη;,Were you walking in the city?,Past Continuous,2nd,Plural
701,C889PYzbwU,11,περπατάω,περπατούσαν,They were walking,Περπατούσαν στο δάσος.,They were walking in the forest.,Past Continuous,3rd,Plural
702,ayHGNmQgI9,12,περπατάω,περπατώ,I walk,Περπατώ κάθε μέρα.,I walk every day.,Present,1st,Singular
703,Fjao9nSeb5,13,περπατάω,περπατάς,You walk,Περπατάς πολύ;,Do you walk a lot?,Present,2nd,Singular
704,pIwuGTt9eV,14,περπατάω,περπατάει,He/She/It walks,Περπατάει γρήγορα.,He/She/It walks quickly.,Present,3rd,Singular
705,bvvnrlAYBO,15,περπατάω,περπατάμε,We walk,Περπατάμε στο πάρκο.,We walk in the park.,Present,1st,Plural
706,jwXw5oJZUc,16,περπατάω,περπατάτε,You walk,Περπατάτε καθημερινά;,Do you walk daily?,Present,2nd,Plural
707,wCMRgCo3m9,17,περπατάω,περπατάνε,They walk,Περπατάνε στην παραλία.,They walk on the beach.,Present,3rd,Plural
708,K5LrCclkdc,18,περπατάω,θα περπατώ,I will be walking,Θα περπατώ αύριο το πρωί.,I will be walking tomorrow morning.,Future Continuous,1st,Singular
709,Ttfh7U00M4,19,περπατάω,θα περπατάς,You will be walking,Θα περπατάς στην παραλία;,Will you be walking on the beach?,Future Continuous,2nd,Singular
710,65UuS0Kzxm,20,περπατάω,θα περπατάει,He/She/It will be walking,Θα περπατάει στο πάρκο.,He/She/It will be walking in the park.,Future Continuous,3rd,Singular
711,yOZ9dUbzq8,21,περπατάω,θα περπατάμε,We will be walking,Θα περπατάμε στο δάσος.,We will be walking in the forest.,Future Continuous,1st,Plural
712,FlWfWg4Qxx,22,περπατάω,θα περπατάτε,You will be walking,Θα περπατάτε στην πόλη;,Will you be walking in the city?,Future Continuous,2nd,Plural
713,RvVHqIbkYj,23,περπατάω,θα περπατάνε,They will be walking,Θα περπατάνε στην παραλία.,They will be walking on the beach.,Future Continuous,3rd,Plural
714,cIi3rAraSN,24,περπατάω,θα περπατήσω,I will walk,Θα περπατήσω αύριο.,I will walk tomorrow.,Future Simple,1st,Singular
715,GuYSzIFM8U,25,περπατάω,θα περπατήσεις,You will walk,Θα περπατήσεις στο πάρκο;,Will you walk in the park?,Future Simple,2nd,Singular
716,QnuwRyP78B,26,περπατάω,θα περπατήσει,He/She/It will walk,Θα περπατήσει στην πόλη.,He/She/It will walk in the city.,Future Simple,3rd,Singular
717,FMG27iiJsc,27,περπατάω,θα περπατήσουμε,We will walk,Θα περπατήσουμε μαζί.,We will walk together.,Future Simple,1st,Plural
718,v7UPTDtgR3,28,περπατάω,θα περπατήσετε,You will walk,Θα περπατήσετε στο δάσος;,Will you walk in the forest?,Future Simple,2nd,Plural
719,95iybsTsoF,29,περπατάω,θα περπατήσουν,They will walk,Θα περπατήσουν στο σχολείο.,They will walk to school.,Future Simple,3rd,Plural
720,LOVnslNKrM,0,πίνω,έπινα,I drank,Έπινα νερό.,I drank water.,Past Simple,1st,Singular
721,mZ1zh3gv4c,1,πίνω,έπινες,You drank,Έπινες καφέ.,You drank coffee.,Past Simple,2nd,Singular
722,RIe0AKhMU5,2,πίνω,έπινε,He/She/It drank,Έπινε τσάι.,He/She/It drank tea.,Past Simple,3rd,Singular
723,kmuymxXqUr,3,πίνω,πίναμε,We drank,Πίναμε χυμό.,We drank juice.,Past Simple,1st,Plural
724,m2dec1vyUN,4,πίνω,πίνατε,You drank,Πίνατε κρασί.,You drank wine.,Past Simple,2nd,Plural
725,3oxx8tBrFY,5,πίνω,έπιναν,They drank,Έπιναν μπύρα.,They drank beer.,Past Simple,3rd,Plural
726,8nBgkj9DN6,6,πίνω,έπινα,I was drinking,Έπινα νερό όταν ήρθε.,I was drinking water when he arrived.,Past Continuous,1st,Singular
727,ItQChDfN8a,7,πίνω,έπινες,You were drinking,Έπινες καφέ όταν με πήρες τηλέφωνο;,Were you drinking coffee when you called me?,Past Continuous,2nd,Singular
728,IoKn55zoiH,8,πίνω,έπινε,He/She/It was drinking,Έπινε τσάι όταν τον είδα.,He/She/It was drinking tea when I saw him/her/it.,Past Continuous,3rd,Singular
729,Xcbsp8dujv,9,πίνω,πίναμε,We were drinking,Πίναμε χυμό όταν ήρθαν.,We were drinking juice when they arrived.,Past Continuous,1st,Plural
730,VmJMNkoK1P,10,πίνω,πίνατε,You were drinking,Πίνατε κρασί όταν σας είδαμε;,Were you drinking wine when we saw you?,Past Continuous,2nd,Plural
731,IuQYiE4DQ2,11,πίνω,έπιναν,They were drinking,Έπιναν μπύρα όταν τους είδαμε.,They were drinking beer when we saw them.,Past Continuous,3rd,Plural
732,hR1i2xkuee,12,πίνω,πίνω,I drink,Πίνω νερό κάθε μέρα.,I drink water every day.,Present,1st,Singular
733,uWPyCqxYFe,13,πίνω,πίνεις,You drink,Πίνεις καφέ το πρωί;,Do you drink coffee in the morning?,Present,2nd,Singular
734,r6pQYQMaHH,14,πίνω,πίνει,He/She/It drinks,Πίνει τσάι το απόγευμα.,He/She/It drinks tea in the afternoon.,Present,3rd,Singular
735,udiGkbkKRF,15,πίνω,πίνουμε,We drink,Πίνουμε χυμό για πρωινό.,We drink juice for breakfast.,Present,1st,Plural
736,KcSnzKTY1t,16,πίνω,πίνετε,You drink,Πίνετε κρασί τα βράδια;,Do you drink wine in the evenings?,Present,2nd,Plural
